0.3,LAl4,LAl2
0.3,LiW8,RC10
0.3,LuV50,JR70
0.3,MA6,H69
0.3,MB4,JW2
0.3,MB4,WA4
0.3,MRs10,H69
0.3,NiM5,GPl10
0.3,OW1,WKH10
0.3,PSe10,BdP21
0.3,PWr8,TTz9
0.3,RbM1,IH1
0.3,RbM1,WvD51
0.3,RDL24,BsK40
0.3,RDL24,PS8
0.3,RtB43,RtB10
0.3,RuM30,LM17
0.3,RWF24,StK6
0.3,RWF24,RoP2
0.3,RZe20,StK8
0.3,SL15,LB14
0.3,StF10,IH1
0.3,SuS16,DvS3
0.3,TiB2,LHM3
0.3,ToS5,TaH5
0.3,VeZ10,HHa31
0.3,WA2,IH29
0.3,WA6,InB18
0.3,WA9,FF9
0.3,WA9,MB4
0.3,WHl4,StK9
0.3,WhR10,HlH3
0.3,WhR10,QTa1
0.3,WLa50,DvH10
0.3,WlD61,H33
0.3,WlD61,RoS15
0.3,EDm20,KuN4
0.33,SvB10,SvB04
0.33,SvB10,SvB05
0.33,SvB10,MPr1
0.4,BF6,HCs4
0.4,C131,C127
0.4,CCG15,RMq10
0.4,CCr12,BdP14
0.4,ChW22,JN19
0.4,DSk50,DL4
0.4,FC35,FC22
0.4,FF1,CLB20
0.4,FF4,JW2
0.4,FF50,FF7
0.4,FT15,JR70
0.4,FZe1,GSy13
0.4,GaK5,BVi12
0.4,GFj20,IH14
0.4,GFj20,StK3
0.4,GM238,FMD10
0.4,GRH10,RoA64
0.4,GRo1,UbR10
0.4,GTh26,TYg17
0.4,GTh28,JLM17
0.4,GTh62,JuJ1
0.4,H31,WaF15
0.4,HbR4,IH1
0.4,HSu10,NJ13
0.4,IMT22,FZe15
0.4,IrR6,WlJ12
0.4,IS2,KRz4
0.4,IvR6,GM238
0.4,JBH10,EDm34
0.4,JiA1,JaS46
0.4,JiS10,EGU1
0.4,JmF10,NR11
0.4,JmF10,MCh1
0.4,JN20,WAS100
0.4,JN21,JN20
0.4,JoW15,JoW10
0.4,JSo10,H42
0.4,JuD8,HH12
0.4,JZu10,FC35
0.4,KeC1,DeD50
0.4,LaK18,ISt24
0.4,LB30,PeB4
0.4,MB2,MBa27
0.4,MB2,RWa80
0.4,MNi10,JuD20
0.4,MRP43,BdP16
0.4,NeJ12,GWg16
0.4,NSm10,\UN
0.4,NyA10,LB25
0.4,OP17,H42
0.4,PHw10,InB17
0.4,PLe10,KrK10
0.4,QTa1,IH14
0.4,QTa1,JlC4
0.4,RAl90,VM19
0.4,RBi10,GRo12
0.4,RHo27,W74
0.4,RMu20,DL3
0.4,RMu20,BBa1
0.4,RRo20,RRo1
0.4,RZe20,SS7
0.4,SL21,WaF15
0.4,SPo8,H61
0.4,SPo8,H69
0.4,SP65,C127
0.4,StK3,IH14
0.4,SW10,RC9
0.4,TG11,VF33
0.4,TTz8,KV55
0.4,TTz8,IrP1
0.4,VrS25,ChB5
0.4,WA2,RFl40
0.4,WA10,InB16
0.4,WLa38,IrC81
0.4,WLa38,RdR48
0.4,WSa10,RS2
0.4,WSa10,GgL3
0.4,xTu10,HRo5
0.45,REn50,MLR17
0.5,AA13,LuB20
0.5,AM35,C127
0.5,AMg10,FM3
0.5,BB8,LuV20
0.5,BBe1,RdR10
0.5,BDC8,RS2
0.5,BdP11,H65
0.5,BsK55,DWG52
0.5,BVi12,DWG27
0.5,BW8,W73
0.5,CaR5,CBm10
0.5,CoB3,BVi12
0.5,CSr10,CDM15
0.5,DaB33,AMa29
0.5,DCr22,PW1
0.5,DSk50,ESl10
0.5,EBS90,EBS50
0.5,EdC10,GM200
0.5,EDm40,VF44
0.5,FCo10,ArL36
0.5,FDL10,CBm10
0.5,FLl7,CPa50
0.5,FrR1,CDM15
0.5,FrT13,GC33
0.5,FrT23,WlJ14
0.5,FTu60,VSh23
0.5,FTu20,CDM56
0.5,GgL2,PBo3
0.5,GeS27,WW63
0.5,GeW3,FF2
0.5,GM238,GM210
0.5,GSy13,SaT15
0.5,GWg23,ArL36
0.5,H23,GzB1
0.5,H27,H26
0.5,HKu10,FM3
0.5,HPr20,InB16
0.5,HWx45,BVi12
0.5,IBe10,VSh23
0.5,ICa25,ICa8
0.5,IF15,EJL10
0.5,IFa28,WlD39
0.5,IrP21,BVi12
0.5,ISt24,C119
0.5,JLG20,CDM15
0.5,JLT21,HCP28
0.5,JN20,DaB30
0.5,JPM10,IH14
0.5,JqD1,S9
0.5,JSg20,LlB95
0.5,JW2,PW4
0.5,JWH10,HBn10
0.5,KeA34,KeA31
0.5,KeA34,BE12
0.5,KeA38,RDL12
0.5,LeJ10,VF44
0.5,LiA20,JVi10
0.5,LlB50,BBe1
0.5,LM9,GP11
0.5,LMC16,TG8
0.5,LMC19,LMC18
0.5,LSh1,C91
0.5,MaB10,FM3
0.5,MDy10,JqD4
0.5,MiC20,BFo12
0.5,MLR30,FC25
0.5,MLR31,HWx45
0.5,NoE3,LMC23
0.5,NOs8,JG15
0.5,NSm10,\UN
0.5,NT70,RdR56
0.5,OlA14,LFl30
0.5,OP8,GaK5
0.5,PaH118,H73
0.5,PaM10,EG11
0.5,PBa3,RCo47
0.5,PGr16,PMa8
0.5,PHt13,DFl10
0.5,PHy15,WHl10
0.5,PS4,TG8
0.5,RCo15,RCo14
0.5,RD4,WFr6
0.5,RDL12,RDL10
0.5,RdR53,HB80
0.5,RdR56,RdR53
0.5,REn60,BVi12
0.5,RHo27,HH23
0.5,RLl13,GgL2
0.5,RoP4,FM3
0.5,RoP9,RoP2
0.5,RoP20,H22
0.5,RoV5,FM3
0.5,RTr10,DDe10
0.5,SP37,H27
0.5,SRm1,JkH10
0.5,SRo35,JaS33
0.5,StF5,RoV3
0.5,VM11,W73
0.5,VME14,ByH8
0.5,VSh23,AK59
0.5,WA5,KV64
0.5,WFr40,WFr6
0.5,WlD51,C127
0.5,WR120,BVi12
0.6,ABo10,CDM80
0.6,ADx39,JLo27
0.6,AK59,AC5
0.6,AL27,RWi1
0.6,ArP5,JHL12
0.6,BdP10,TFi20
0.6,BdP14,H73
0.6,BdP26,RaW59
0.6,BE7,HCs4
0.6,BFo13,WlJ12
0.6,C91,C87
0.6,C165,FLl89
0.6,CaR35,AdL10
0.6,ChS24,GC30
0.6,GDo18,ELM22
0.6,GDo81,TYg18
0.6,GJu1,GSy13
0.6,GS6,AlH24
0.6,GTh36,DL13
0.6,GTh37,HY1
0.6,GTh50,WHu10
0.6,GTz3,MOp21
0.6,HCP28,WR120
0.6,IH12,HH27
0.6,IH19,LlB21
0.6,InB22,VSh23
0.6,InB27,InB6
0.6,IvR12,IvR6
0.6,JMu1,MxN10
0.6,JnD33,WlD36
0.6,JnL10,StD61
0.6,JqT3,RoS15
0.6,JuJ10,MAl13
0.6,KKw10,WLa42
0.6,LaK15,PS3
0.6,LMa4,LMa3
0.6,MC11,TG30
0.6,MRP43,MVP20
0.6,NiM5,H9
0.6,PlL2,AEG25
0.6,PSc12,IS6
0.6,REn45,C115
0.6,RiQ35,ICr27
0.6,RoA25,RoA23
0.6,RoP6,OW6
0.6,RoV12,VSh23
0.6,RyB18,Ww12
0.6,RZe3,SS8
0.6,SaP4,AkK14
0.6,SHp10,MS26
0.6,SS7,SS04
0.6,SSh10,MiW22
0.6,StD61,WlD39
0.6,StD72,LlB36
0.6,TG30,BW4
0.6,TSt1,FZe15
0.6,WA16,InB18
0.6,WmK27,LM10
0.6,xFa10,AK59
0.7,ADv15,IMT10
0.7,ADw45,RVL14
0.7,BaD39,H56
0.7,BF5,FF6
0.7,C118,LMe10
0.7,CBu10,H51
0.7,CEa40,GSt17
0.7,CH5,CDM59
0.7,ChV26,RaW20
0.7,ClL25,LM32
0.7,DAz23,JR5
0.7,DCr20,KuN14
0.7,DM101,H31
0.7,EaK10,EG11
0.7,EDm22,EuF57
0.7,EDm35,JLM8
0.7,EGC10,AII1
0.7,EL63,EL37
0.7,EMo17,TB55
0.7,ETG12,RW30
0.7,FMD10,GM210
0.7,Fro28,JLM17
0.7,GFj15,GWg16
0.7,GM190,RZL20
0.7,GM210,AEG25
0.7,GoG10,H9
0.7,GrR1,AC20
0.7,GSc10,LMe10
0.7,H60,H51
0.7,HBH60,ElN11
0.7,HH27,C127
0.7,ICa20,JW6
0.7,IF86,MhR1
0.7,IH22,KV56
0.7,IH39,RcB14
0.7,IHu16,MiG10
0.7,IMN10,LKa1
0.7,IS25,AdL10
0.7,JaH16,H9
0.7,JaH22,LuH10
0.7,JCn6,ElN15
0.7,JD8,HHa28
0.7,JFr8,PeB4
0.7,JTM10,AkK15
0.7,JNi24,GWg16
0.7,JoS13,ArH208
0.7,JSv15,RBe3
0.7,JSz4,RWB25
0.7,KV60,KV56
0.7,LaK2,JSy10
0.7,LBu1,NML4
0.7,LlB21,MlW5
0.7,LlB100,WAS80
0.7,MB15,C112
0.7,MCJ10,WW60
0.7,MCy5,MCy2
0.7,MLR35,CDM56
0.7,MN11,AJP3
0.7,MSa8,LuR10
0.7,NT55,ICr5
0.7,OlS23,AJP3
0.7,OP28,VF48
0.7,PBo5,HH21
0.7,PeG6,EG11
0.7,PK6,GgL2
0.7,PM10,JR25
0.7,PMo15,BW8
0.7,PMo17,GC12
0.7,PtF10,PFo10
0.7,RAl74,GSt3
0.7,RAC20,GgL3
0.7,RaW61,AM15
0.7,RaW85,VF44
0.7,RCm10,DHo1
0.7,RCo45,HB85
0.7,RJR10,KeS10
0.7,RrS10,HH34
0.7,RTh42,EL48
0.7,RSa5,DHo1
0.7,RWi28,GC15
0.7,RWs10,FWx10
0.7,SKa10,GSc10
0.7,SL28,JLM20
0.7,StF12,IF120
0.7,NOs2,NR11
0.7,TbH3,H73
0.7,TG22,SW15
0.7,VF59,CDr9
0.7,VJD5,GMe10
0.7,VrM40,WaF10
0.7,VtH10,LoM10
0.7,WA8,H51
0.7,WA21,H51
0.7,WGi10,H79
0.7,WiC55,H73
0.7,WlB14,RVL10
0.7,WlJ14,NML4
0.7,YvR3,VSh23
0.7,Z1610,TFi20
0.7,Z5010,GM200
0.7,SRi10,TiB6
0.75,CGl90,NOx20
0.75,FFC26,FM3
0.75,FM6,NOx20
0.75,FT4,EL60
0.75,JfW5,H27
0.8,AAl20,VM9
0.8,AbF10,MiW22
0.8,AdL20,StK6
0.8,ADT18,C91
0.8,ADw40,MaN30
0.8,AEG70,AEG60
0.8,AgH19,WW64
0.8,AHa10,PeG5
0.8,AKj14,ACj120
0.8,ALi15,AmH10
0.8,AM36,AlH24
0.8,AnP8,H31
0.8,ArL29,WaF10
0.8,AyW11,ILa34
0.8,BaL1,ChW3
0.8,BBz10,WD103
0.8,BCl1,NoL45
0.8,BCl4,H9
0.8,BdP30,JD17
0.8,BE34,RhS20
0.8,BE45,VM28
0.8,BiA10,LM32
0.8,BLw10,ChC30
0.8,BoS75,UbR10
0.8,BPr10,JuD16
0.8,BSe10,H50
0.8,C117,C113
0.8,C143,HH27
0.8,C146,FB27
0.8,C171,RTh6
0.8,CAL50,RVL10
0.8,CaR31,H53
0.8,CDr9,CDM22
0.8,CEa42,H52
0.8,CGl50,ElR10
0.8,CGl115,ChV26
0.8,ChS20,VM9
0.8,ChW25,GSt13
0.8,CJ4,FC27
0.8,CMF1,RM8
0.8,CuB39,LM11
0.8,CuB40,HB40
0.8,CyE40,PeB4
0.8,DaB28,HWx21
0.8,DBu10,JKf10
0.8,DL10,ThB55
0.8,DLR3,MLR43
0.8,DoS16,RaT26
0.8,DPa10,PtF10
0.8,DS13,Wi3
0.8,DSk59,JMS25
0.8,DWG40,DWG10
0.8,EAB10,AMa18
0.8,ECa62,CDM9
0.8,EDm25,WW63
0.8,EL21,CDM15
0.8,EL53,SiO30
0.8,ElR10,LMi1
0.8,EMt10,WFr36
0.8,EWS4,IBa10
0.8,EZw4,RS15
0.8,FFC1,WiC55
0.8,FL29,JR20
0.8,FL40,JR65
0.8,FLl75,TB15
0.8,FMe10,GMf60
0.8,FrP2,GC39
0.8,FrT20,PS7
0.8,FTu40,ElN5
0.8,FZe15,LOl2
0.8,GaT10,JC6
0.8,GaT18,WlD36
0.8,GBl10,IrP1
0.8,GBo10,RoR1
0.8,GC47,GaK5
0.8,GC48,AA13
0.8,GC52,WLa19
0.8,GC54,VSh10
0.8,GDo23,C112
0.8,GeQ10,RD19
0.8,GGM10,SL22
0.8,GM200,LwS90
0.8,GM224,EL53
0.8,GM305,H53
0.8,GMu15,GMu15
0.8,GRo30,GRo1
0.8,GSy7,ADw45
0.8,GSy40,CR12
0.8,GWg16,StW10
0.8,HBH45,WAS100
0.8,HeD124,H42
0.8,HeD125,H51
0.8,HeM30,WaF10
0.8,HFr30,H9
0.8,HH29,HH25
0.8,HKl23,H38
0.8,HoK5,GHl7
0.8,HtB10,ILa32
0.8,HWx21,CBa10
0.8,HY118,ME40
0.8,IB19,H9
0.8,IBe4,ICr28
0.8,ICa9,CNy1
0.8,IDu10,C127
0.8,IDu22,RoS15
0.8,IFa34,GSt17
0.8,IFa39,IFa10
0.8,IGi20,H32
0.8,IH1,RDR32
0.8,ILa34,StW10
0.8,IrC67,MaN40
0.8,IrC81,WLa38
0.8,IrR16,JdL10
0.8,ISt11,IB21
0.8,ISt29,AkK15
0.8,ISt31,GSt8
0.8,JAv15,FrP2
0.8,JBC14,JLM8
0.8,JCh10,PY4
0.8,JCw61,WmH10
0.8,JD25,JD16
0.8,JHL12,FL20
0.8,JKp35,SaP4
0.8,JKt10,CDM80
0.8,JLT25,C127
0.8,JTh10,JSg5
0.8,JN23,ASa31
0.8,JnL13,FC29
0.8,JNs109,FC34
0.8,JoA13,DaV1
0.8,JoA15,xx
0.8,JqD7,BrW16
0.8,JR35,Z3210
0.8,KBi5,GrR3
0.8,KBr18,LOl2
0.8,KCo25,MP4
0.8,KeA23,ELu30
0.8,KuN12,StW7
0.8,EAB8,RM8
0.8,LaK1,BW4
0.8,LB12,WW45
0.8,LeK10,W70
0.8,LlB64,C115
0.8,LM11,RaW24
0.8,LM32,RcF10
0.8,LM38,FLl13
0.8,LMC23,LMC16
0.8,LRF10,ADw27
0.8,LRF20,REn50
0.8,LuB20,xEn10
0.8,LuM16,BE8
0.8,MCC12,CGl50
0.8,ME180,H9
0.8,MFi16,HbR1
0.8,MiJ12,HaR18
0.8,MiJ15,RDo36
0.8,MiW22,PhK50
0.8,MLR14,RdR10
0.8,MM20,SP25
0.8,MMG10,StW10
0.8,MSz10,LiW6
0.8,MtC15,RM12
0.8,NeJ15,C160
0.8,NF27,RM12
0.8,NNo3,AII3
0.8,NoE8,EL65
0.8,NuJ3,ElN5
0.8,OlH1,SS6
0.8,OlS25,IDa14
0.8,OP24,CDM15
0.8,OW2,\UN
0.8,PCo11,RC19
0.8,PCr8,TFi10
0.8,PCz15,S15
0.8,PdB3,ChJ30
0.8,PeG5,GHo10
0.8,PhN17,H51
0.8,PK5,DS13
0.8,PLS10,KV24
0.8,PM2,FF9
0.8,PM11,RFl40
0.8,PMo24,TFi10
0.8,PnM12,MWl10
0.8,PSc20,JqT2
0.8,PtP10,ADv17
0.8,PUs4,GC15
0.8,RAl71,NR1
0.8,RaT22,WmH10
0.8,RaT30,GC30
0.8,RaW20,CDM15
0.8,RaW63,ThI20
0.8,RbC20,H79
0.8,RbR14,EDm34
0.8,RC21,FM6
0.8,RcF10,RyB12
0.8,RCo47,BiK10
0.8,RDa5,VrM42
0.8,RDL10,GSy7
0.8,RDL15,GDo23
0.8,RDo20,IFa25
0.8,RdR63,SFr43
0.8,REp18,Z8110
0.8,RiB28,ML30
0.8,RiF48,IAv10
0.8,RkM10,RdM10
0.8,RlE20,ByH13
0.8,RM3,JSR30
0.8,RM16,EL64
0.8,RMp13,S13
0.8,RoA41,SIC10
0.8,RoS112,RoS68
0.8,RRw7,ESl10
0.8,RSpB5,H9
0.8,RSt446,NoL45
0.8,RtB12,OP28
0.8,RTh6,NT23
0.8,RuJ8,PlL2
0.8,RVL14,FrN4
0.8,RVL10,ESP15
0.8,RVL34,ChB5
0.8,RWi1,MhR1
0.8,RZL37,EL65
0.8,S15,EL44
0.8,SeL20,AkK15
0.8,SHo2,HGC17
0.8,SLa14,ME100
0.8,SLa30,ALH8
0.8,SL62,ICs10
0.8,SpK10,JT5
0.8,SRo37,SK7
0.8,SS20,VF47
0.8,SSC1,MaB30
0.8,SSo13,WRe20
0.8,SSS45,LuR8
0.8,StC10,RCo47
0.8,StH15,BW5
0.8,StS2,OW10
0.8,SW7,GMf50
0.8,TaH6,JqT7
0.8,TG30,LuV1
0.8,TGr10,MiW22
0.8,TRs18,TRs12
0.8,ToS1,TB55
0.8,TTz11,HCP12
0.8,TWh50,WAS95
0.8,UlO17,ALe2
0.8,VM13,IgR14
0.8,VM22,JqA10
0.8,VME10,RoS85
0.8,VrM60,WaF10
0.8,W13,GC7
0.8,W75,W30
0.8,WaF40,WaF10
0.8,WaB10,ALH8
0.8,WAS100,RdR10
0.8,WBe1,AlH24
0.8,WBe12,LMC16
0.8,WBo10,LGt32
0.8,WGi5,SS6
0.8,WGi15,WFr6
0.8,WH9,FM3
0.8,WLa42,ICr38
0.8,WlC10,TFi9
0.8,WlD20,EL31
0.8,WlD29,RDR32
0.8,WlD36,WWo10
0.8,WlD39,FM6
0.8,WRe40,IvR6
0.8,WS5,GP13
0.8,WSa5,RDa3
0.8,WSt10,WlJ14
0.8,WvD58,LuH8
0.8,WW68,IH12
0.8,WW73,RdM8
0.8,xDe10,ChV26
0.8,xGa10,CDr9
0.8,xGr10,RVL10
0.8,xHu10,ReC5
0.8,xUc10,xGa10
0.8,Z2810,MiC5
0.8,Z9788,CDM80
0.8,Z9920,StF5
0.8,RdR90,RWi24
0.81,ADw75,CBa30
0.85,AbF27,PK5
0.85,ADv22,H50
0.85,AyM15,RM3
0.85,DiD10,DGz10
0.85,DMi25,GC19
0.85,DRi10,EDm22
0.85,DS6,MiG3
0.85,DZo10,SS24
0.85,EG28,GrR7
0.85,ELu19,ICr4
0.85,FrT22,LMC18
0.85,HCP5,VF33
0.85,HoZ18,PS10
0.85,IBl15,BW4
0.85,ICr28,JuD8
0.85,JaS20,HKo13
0.85,JHo24,NT50
0.85,RCv10,MOp4
0.85,RHk10,H48
0.85,RoL10,LM15
0.85,RSv10,H39
0.85,SL3,RWa10
0.85,SW6,Z2310
0.85,WCr4,InB21
0.85,WlD6,EL51
0.85,Z9688,JL13
0.88,JbB10,SRo32
0.9,AC20,Z2110
0.9,AEG25,CDM7
0.9,AgH15,FWx20
0.9,AkK16,OW6
0.9,AL13,C89
0.9,AL20,MC5
0.9,AlH38,LMC15
0.9,AMa29,WaF48
0.9,AnM35,WR40
0.9,ARa10,NML26
0.9,ArH236,RdR70
0.9,ArL36,RuJ3
0.9,ARw12,FF6
0.9,ASa31,MaN40
0.9,ASa34,MaN30
0.9,AVo10,NoL20
0.9,AyM10,GeK5
0.9,BaP10,IH14
0.9,BF9,CBe10
0.9,BRf20,TG30
0.9,BSp10,RoS92
0.9,ByH8,VF36
0.9,C112,ADw17
0.9,C157,AC8
0.9,CBu8,H43
0.9,CC79,CC73
0.9,CD28,MP4
0.9,CDM32,CDM4
0.9,CDM55,CDM4
0.9,CFr10,JC9
0.9,ChG10,NJu9
0.9,ChJ20,MhR1
0.9,ChJ36,WlD20
0.9,ChV8,MPa3
0.9,ChV46,FB27
0.9,ChW2,NGr10
0.9,ChW12,GC21
0.9,CoB6,RoS6
0.9,CPR10,C112
0.9,CuB37,EL61
0.9,DaB30,RdR10
0.9,DaG3,CAL50
0.9,DaG6,RWB20
0.9,DaM30,NF16
0.9,DBd10,WW46
0.9,DBr10,WKH14
0.9,DCh15,HRo5
0.9,DeD65,IH14
0.9,DkP3,FC25
0.9,DLR5,SW13
0.9,DLy8,VM8
0.9,DMi32,RoS13
0.9,DoH10,W77
0.9,DS20,RSi20
0.9,DSk49,JMS30
0.9,DTa211,EaK8
0.9,DuW10,MZa5
0.9,DvJ6,OW10
0.9,EBz46,JWR13
0.9,EBz50,JCw62
0.9,EDm43,S9
0.9,EG16,HH9
0.9,EG20,TG8
0.9,EG23,BDn7
0.9,EG25,ICr19
0.9,EL56,EL42
0.9,EL61,EvS6
0.9,ElN8,PlL2
0.9,ESc10,RbR10
0.9,EuL20,EuL10
0.9,EuL30,EuL20
0.9,FB40,AC9
0.9,FeF85,GeS17
0.9,FLl40,BHd10
0.9,FLl89,AC6
0.9,FZe2,GC15
0.9,GaK6,Z1120
0.9,GAr80,WR72
0.9,GBW10,SiH20
0.9,GC6,EL42
0.9,GC17,EHG15
0.9,GC26,ThD30
0.9,GDo74,IF86
0.9,GeK10,GBW10
0.9,GeS29,GBS92
0.9,GGC10,LMC23
0.9,GiA32,GC12
0.9,GLC9,WDM5
0.9,GlJ10,JW2
0.9,GM230,LMC12
0.9,GMy35,SW6
0.9,GoH53,RFl20
0.9,GoP12,RoS11
0.9,GSi10,LM17
0.9,GSl10,CDr10
0.9,GSn10,IGB10
0.9,GSt8,LM10
0.9,GSt15,S12
0.9,GSy10,JW11
0.9,GSy11,RxI20
0.9,GvS12,H73
0.9,HBH35,SLa3
0.9,HbR1,SW15
0.9,HbR17,DPo6
0.9,HCP4,RWa10
0.9,HFr10,AM15
0.9,HH23,LM10
0.9,HHa16,HHa19
0.9,HHa56,ICr19
0.9,HHo5,HBH31
0.9,HIL5,LoK3
0.9,HK56,DWG64
0.9,HKo24,WLa27
0.9,HoG10,IGu29
0.9,HWo1,WTh3
0.9,IvR21,Z7840
0.9,IAv18,ClL16
0.9,IB8,DWG57
0.9,IBa23,LBe10
0.9,IBt20,AA16
0.9,IBy15,EG20
0.9,ICr27,RxI10
0.9,IF77,ArR10
0.9,IF100,RyB18
0.9,IF108,VF33
0.9,IFa8,MLR12
0.9,IFr35,JLT40
0.9,IGu29,EBS50
0.9,IH18,IH1
0.9,IHk10,ByH8
0.9,IMvS6,WLa38
0.9,IPC25,WaF15
0.9,IPq10,xx
0.9,IRa4,AC20
0.9,IrC10,TG16
0.9,IvR23,Z9060
0.9,IWk3,JD10
0.9,JDB15,RWi29
0.9,JeC14,HGC17
0.9,JFe20,WLa29
0.9,JfB10,H51
0.9,JGs6,KV51
0.9,JHi7,REn53
0.9,JLM5,BDn2
0.9,JLM17,CDM59
0.9,JLo4,FL16
0.9,JLT29,C171
0.9,JLT50,CoB6
0.9,JMB1,JLG1
0.9,JN2,AEG41
0.9,JN16,JR15
0.9,JN25,CBw36
0.9,JNm40,WvD43
0.9,JNs410,RVL25
0.9,JoL7,MAl2
0.9,JoS1,JCT1
0.9,JTl9,IF83
0.9,JuD12,JuD9
0.9,JuD16,CBw29
0.9,JW11,HPo10
0.9,KeA19,GCt50
0.9,KeA36,W66
0.9,KKo36,GLC12
0.9,KrD10,IHk10
0.9,KV67,FB27
0.9,LB26,JR81
0.9,LBn10,RCo4
0.9,LgC30,PLS10
0.9,LiB1,FLl10
0.9,LMf10,RoS85
0.9,LoK30,VF23
0.9,LPh4,IH15
0.9,LuM13,GC33
0.9,MAD10,\UN
0.9,MBe10,CAL15
0.9,MBo10,MCC12
0.9,MBr25,ML2
0.9,MCi10,WW68
0.9,MCJ18,FZ19
0.9,McR50,H3
0.9,MdO115,JR35
0.9,MiG19,GaK5
0.9,MiT3,ThB70
0.9,MiW43,LAr4
0.9,MLi10,FkS10
0.9,MLR22,JW1
0.9,MLR40,WAS83
